GS	GeneList	Qvalues	Direction
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	LPCAT3 CEPT1 CDS1 PEMT CDIPT AGPAT1 AGPAT2 CHAT PLA2G16 CHKA CHKB MGLL PLD4 SLC44A3 MBOAT2 AGPAT6 GPAT2 MBOAT1 PHOSPHO1 PLD6 SLC44A5 GPD1L LPIN1 SLC44A1 PLD3 PITPNB LCLAT1 LPCAT4 PLA2G4F PLA2G2D GPD1 PLA2G4D HADHA HADHB PLA2G2E ACHE PLA2G3 PNPLA8 PCYT1A PLA2G1B PLA2G2A PLA2G4A PLA2G5 PLD1 PLD2 CRLS1 LPCAT2 ETNK2 AGPAT5 ETNK1 GPCPD1 AGPAT3 AGPAT4 CHPT1 PNPLA2 SLC44A2 GPAM PCYT2 PLA2G2F LPIN3 TAZ MBOAT7 PLBD1 LPCAT1 PNPLA3 SLC44A4 PTDSS2 PLA2G12A PLA2G6 PLA2G10 GNPAT DGAT2 AGPAT9 EPT1 PLA2G4C DGAT1 CDS2 PCYT1B PGS1 LPIN2 PTDSS1 LPGAT1	0.072686212	DN
PID_BETA_CATENIN_NUC_PATHWAY	DKK4 CTNNB1 EP300 IL8 AR SNAI2 YWHAZ KRT1 TRRAP TCF4 SALL4 SMARCA4 FGF4 TLE4 YWHAQ TBL1XR1 TCF7L1 MYF5 TCF7L2 JUN ADCY7 YWHAG INCENP DKK1 CHD8 YWHAB PITX2 CDX1 RUVBL2 AXIN2 SSPO KCNIP4 MITF ID2 YWHAE MED12 MMP9 TBL1X CTNNBIP1 SFN MDFIC CDX4 MMP2 CYR61 TERT NCOA2 COX2 ZCCHC12 CBY1 CTBP1 HBP1 NEUROG1 CUL1 SKP1 CDKN2A TNIK TCF7 AES TLE1 TLE2 HDAC2 BCL9 CCND1 MYOG VCAN LEF1 YWHAH XPO1 MYC KLF4 CDH1 DVL3 T SP5 CAMK4 HDAC1 CACNA1G APC IGF2BP1 CCND2	0.072686212	UP
KEGG_BASAL_CELL_CARCINOMA	HHIP FZD1 APC2 FZD4 FZD6 PTCH2 FZD7 FZD8 LEF1 FZD9 WNT3A DVL3 WNT9B DVL2 WNT9A FZD3 DVL1 WNT2B WNT11 WNT10B SMO AXIN1 WNT4 WNT10A AXIN2 TCF7 TCF7L2 SHH WNT1 GSK3B WNT7A WNT7B WNT8A WNT8B WNT2 WNT3 WNT5A CTNNB1 WNT6 STK36 FZD10 WNT5B FZD5 GLI1 TCF7L1 BMP4 SUFU APC BMP2 GLI2 PTCH1 GLI3 WNT16 TP53 FZD2	0.072686212	DN
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	AKT3 CDKN1A CDKN1B CHUK AKT1 AKT2 GSK3A MDM2 BAD TSC2 CASP9 AKT1S1	0.072807507	UP
KEGG_TYPE_II_DIABETES_MELLITUS	PIK3R5 GCK MAPK8 TNF MAFA SOCS1 SLC2A4 SLC2A2 MTOR SOCS2 SOCS3 INS PRKCD PRKCE MAPK9 HK2 CACNA1A MAPK10 HK3 HK1 PIK3R3 CACNA1D CACNA1E CACNA1B PDX1 CACNA1C ADIPOQ IKBKB IRS2 ABCC8 SOCS4 PIK3CA CACNA1G PIK3CB PIK3CD PRKCZ KCNJ11 MAPK3 IRS1 PKLR INSR PKM2 PIK3CG IRS4 PIK3R1 PIK3R2 MAPK1	0.072807507	UP
BIOCARTA_TNFR2_PATHWAY	IKBKG LTA CHUK IKBKAP MAP3K1 RELA IKBKB TNFRSF1B DUSP1 TRAF3 TRAF2 TANK RIPK1 TNFAIP3 MAP3K14 NFKB1 TRAF1 NFKBIA	0.079179593	DN
PID_LYSOPHOSPHOLIPID_PATHWAY	BCAR1 PLCB3 GNAI3 GSK3B RELA PTK2 ADCY1 LYN ADCY7 PLD2 GNA12 GNAO1 HRAS ADCY4 ADCY2 NFKBIA NFKB1 ADCY8 EGFR LPAR3 LPAR1 MAGI3 LPAR4 ADRA1B GNB1 CRK PRKCD IL6 AKT1 PLCG1 TIAM1 ARHGEF1 GNA14 GNA11 LPAR2 ADCY9 RHOA MMP9 GNAZ PIK3CB MMP2 PIK3R1 GNAI1 PTK2B PRKCE PXN PRKD1 FOS IL8 GAB1 ADCY6 JUN RAC1 GNAI2 ADCY5 GNA13 GNAQ MAPT ADCY3 HBEGF CASP3 GNA15 SRC GNG2 TRIP6 SLC9A3R2	0.079263345	DN
PID_WNT_NONCANONICAL_PATHWAY	YES1 PRKCZ MAP3K7 TAB2 FLNA CSNK1A1 CDC42 DAAM1 FZD7 WNT5A ROR2 NFATC2 SETDB1 NLK ROCK1 RAC1 ARRB2 FZD5 MAPK8 CHD7 MAPK9 PPARG CAMK2A DVL1 RHOA FZD6 CTHRC1 DVL2 DVL3 FZD2 TAB1 MAPK10	0.079263345	DN
REACTOME_G0_AND_EARLY_G1	CDK2 LIN54 DYRK1A E2F1 E2F4 E2F5 LIN9 HDAC1 LOC441488 MYBL2 PCNA LIN37 RBBP4 RBL1 RBL2 RBBP4P1 TFDP1 CCNA2 CCNA1 CCNE1 CCNE2 LIN52 CDK1 CDC6 CDC25A	0.079263345	UP
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	CALCRL RAMP2 RAMP1 RAMP3 GNB5 ADCY1 ADCY2 CGA PDE10A ADCY3 ADCY5 ADCY6 ADCY7 PTH2 ADCY8 ADCY9 ADCYAP1 ADCYAP1R1 RLN3 RXFP2 ADM TAAR1 ADORA2A ADORA2B CRH CRHR2 GPBAR1 ADRB1 ADRB2 ADRB3 DRD1 DRD5 ADCY4 FSHB FSHR GCG GCGR GHRH GHRHR GIP GIPR PDE7B GLP1R GNAI1 GNAI2 GNAI3 GNAS GNAZ GNB1 GNB2 GNB3 GNG3 GNG4 GNG5 GNG7 GNG10 GNG11 GNGT1 GNGT2 TAAR6 HRH2 HTR4 HTR6 HTR7 IAPP INSL3 NPSR1 LHB LHCGR MC1R MC2R MC3R MC4R MC5R P2RY11 PDE11A PDE1A PDE2A PDE3A PDE3B PDE4B PDE4C PDE4D PDE7A PDE8A PDE1B GNG13 GNG2 POMC AVP AVPR2 GNG12 PTGDR PTGER2 PTGER4 PTGIR PTH PTHLH PTH1R PTH2R GNB4 RXFP1 NPS RLN2 SCT SCTR TSHB TSHR LOC730002 VIP VIPR1 VIPR2 CALCA CALCB ADM2 TAAR8 PDE8B TAAR5 TAAR2 GLP2R GNG8	0.079263345	DN
REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM	ACOT8 ABCD1 ACSL1 ACAA1 HSD17B4 FADS1 ACOX1 ELOVL2 ELOVL5 SCP2 ABCD1P5 FADS2	0.079263345	UP
KEGG_COLORECTAL_CANCER	JUN CASP9 RAF1 BIRC5 APC2 RHOA LEF1 MSH6 BAD MAPK9 MAPK10 RAC2 RAC3 BRAF MLH1 MAP2K1 BAX AKT1 CASP3 AKT2 AKT3 AXIN1 AXIN2 SMAD3 MAPK3 SMAD4 TCF7 RAC1 MYC TCF7L2 SMAD2 MAPK1 PIK3R5 MAPK8 APPL1 GSK3B KRAS CTNNB1 TGFB2 TGFB1 ARAF TGFBR2 TGFBR1 TGFB3 CCND1 PIK3R3 BCL2 TCF7L1 MSH2 APC RALGDS TP53 MSH3 PIK3CA PIK3CB CYCS PIK3CD FOS PIK3CG DCC PIK3R1 PIK3R2	0.079263345	DN
ST_T_CELL_SIGNAL_TRANSDUCTION	PAK4 LAT ZAP70 VAV1 NFKBIA SOS1 CTLA4 GRAP2 LCK LCP2 PRDX1 PAK3 PTPRC CSK SOS2 NFAT5 NFKBIB PAK6 NCK1 PLCG1 PAK1 ITK CD3D NFKB2 ITPKB RAF1 EPHB2 RASGRP3 CBL TONSL NFKBIE GRB2 RASGRP2 PAK7 RASGRP1 NFKB1 ITPKA PAK2 RASGRP4 MAPK1 DTYMK FBXW7 NFKBIL1 DAG1 CD28	0.082201212	DN
REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION	CHUK AGER DDX58 HMGB1 APP IKBKB MAP3K1 NFKB2 NFKBIA NFKBIB MAVS RELA S100A12 S100B SAA1 IFIH1 TRAF2 TRAF6 TRIM25 RNF135 IKBKG	0.087594285	UP
BIOCARTA_NUCLEARRS_PATHWAY	CYP2E1 ABCB4 ABCB1 RARA PPARG PPARD PPARA ABCB11 NR0B2 NR1I3 ABCC3 NR1H4 CYP1A2 NR1H3 IDDM11	0.087594285	UP
REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS	TANK CHUK CREBBP CYLD AGER EP300 DDX58 DAK TBK1 UBE2K HMGB1 IFNA1 IFNA2 IFNA4 IFNA5 IFNA6 IFNA7 IFNA8 IFNA10 IFNA14 IFNA16 IFNA17 IFNA21 IFNB1 APP IKBKB IRF1 IRF2 IRF3 IRF7 MAP3K1 NFKB2 NFKBIA NFKBIB PCBP2 HERC5 PIN1 RNF125 OTUD5 MAVS RELA RPS27A S100A12 S100B SAA1 IFIH1 TNFAIP3 TRAF2 TRAF3 TRAF6 RPS27AP11 UBA52 UBA7 UBE2D1 UBE2D2 UBE2D3 TRIM25 DHX58 NLRX1 SIKE1 CASP8 NLRC5 RNF135 CASP10 IKBKG RIPK1 FADD TAX1BP1 ATG12 UBE2L6 ATG5 ISG15 IKBKE	0.087594285	DN
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	SH2B3 KIF20A CDK2 CDK5 HMG20B SH2B2 EHD1 KIF2C AKAP10 VPS45 HIST2H3C CREBBP GATA5 KLC3 ZFPM1 DOCK1 DOCK2 DOCK3 EP300 JMJD1C KIFAP3 KDM1A RCOR1 DOCK9 ZFPM2 CBX5 MAFF KIF4A ABL1 SIN3A SH2B1 KIF26A GATA1 GATA2 GATA3 GATA4 GATA6 KIF4B RACGAP1 H3F3A H3F3B HBB HBD HBE1 HBG2 HDAC1 HDAC2 EHD2 HIST2H3A IFNA1 IFNA2 IFNA4 IFNA5 IFNA6 IFNA7 IFNA8 IFNA10 IFNA14 IFNA16 IFNA17 IFNA21 IFNB1 H3F3AP5 IRF1 IRF2 IRF3 IRF7 ITPK1 JAK2 KIF2A KIF3C KIF5A KIF5B KLC1 KIF11 KIFC1 KIF22 MAFG LOC441511 MYB NFE2 AK3 DOCK10 PRKACA MFN1 PRKACB PRKACG PRKAR1A PRKAR1B PRKAR2A PRKAR2B KIF15 DOCK6 RAB5A RAC1 RAD51C RAD51B ZFYVE20 KIF9 H3F3AP6 KLC2 HIST2H3D TP53 LOC730418 LOC731820 WEE1 MAFK DOCK5 AKAP1 DOCK8 CABLES2 KIF18A CAPZA1 CAPZA2 HIST1H3A HIST1H3D HIST1H3C HIST1H3E HIST1H3I HIST1H3G HIST1H3J HIST1H3H HIST1H3B KIF2B HIST1H3F KLC4 CABLES1 KIF3B KIF23 DOCK4 MFN2 CDC42	0.090113146	DN
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION	MAMLD1 CREBBP E2F1 E2F3 EIF2C3 EIF2C4 EP300 SNW1 TNRC6B KAT2A EIF2C1 EIF2C2 TNRC6A RBPJ JUN MOV10 LOC441488 NOTCH2 NOTCH3 NOTCH4 MAML3 TNRC6C CCND1 TFDP1 TP53 LOC728030 MAML2 KAT2B MAML1	0.093836015	DN
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	RIMS1 RAB3A SLC18A2 SNAP25 STX1A STXBP1 VAMP2 SYN1 SYN2 SYT1 SYN3	0.099699458	DN
BIOCARTA_RELA_PATHWAY	IKBKG CHUK EP300 RELA TNF IKBKB TNFRSF1B HDAC3 TNFRSF1A TRAF6 FADD CREBBP RIPK1 NFKB1 NFKBIA TRADD	0.099699458	DN
BIOCARTA_VIP_PATHWAY	EGR2 CALM2 CHUK LOC124827 RELA CALM1 PRKAR2B PPP3CC CYCSP35 LOC147908 MAP3K1 GNAQ PRKACB PRKACG PPP3CB EGR3 PPP3CA PLCG1 VIPR2 PRKAR1A PRKAR2A VIP PRKAR1B CALM3 NFATC2 NFKB1 NFATC1 NFKBIA MYC	0.099907956	DN
REACTOME_SYNTHESIS_OF_PA	AGPAT1 AGPAT2 AGPAT6 GPAT2 GPD1L LCLAT1 LPCAT4 PLA2G2D GPD1 PLA2G4D PLA2G2E PLA2G1B PLA2G2A PLA2G4A PLA2G5 PLD1 PLD2 AGPAT5 AGPAT3 AGPAT4 GPAM PLA2G2F LPCAT1 PLA2G12A PLA2G10 GNPAT AGPAT9	0.100760389	DN
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS	ACSL1 ACSL3 ACSL4 ACSL6 HSD17B12 ACSL5 ELOVL2 ELOVL5 ELOVL1 ELOVL4 ELOVL6 ELOVL7 ELOVL3 TECR	0.104882864	UP
ST_G_ALPHA_S_PATHWAY	RAF1 RAPGEF3 CAMP BRAF BFAR CREB3 CFB ASAH1 SNX13 CREB5 CREB1 MAPK1 SRC TERF2IP GAST RASGRF2	0.104918165	DN
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	CDC16 KLHL13 PIAS3 UBA6 UBE2L6 BIRC3 HERC1 XIAP PML HERC2 PRPF19 ANAPC1 UBE2S UBE2O UBE2M UBE2Q2 MAP3K1 UBE4A BRCA1 MDM2 UBE2K UBE2D4 UBOX5 KLHL9 UBR5 UBE3A UBE2R2 RFWD2 TRIM37 FBXW8 UBE2E3 LOC652671 LOC728622 ANAPC7 ANAPC5 UBE2QL1 PIAS1 SMURF1 STUB1 UBE2G2 BTRC UBE2G1 UBE2I SOCS1 UBE2H UBE2J2 SKP1 TRAF6 FBXW11 UBE2L3 NHLRC1 UBE2N UBE4B MGRN1 LOC650621 RBX1 DDB2 NEDD4L SOCS3 SIAH1 DDB1 DET1 RNF7 BIRC2 UBE2U UBE2Z UBA7 VHL UBA1 UBE2NL PIAS4 AIRE FBXO4 CBLC UBE2A CDC27 HUWE1 UBE2B CDC34 UBE2D1 UBA3 UBE2E1 UBE2E2 UBE2D2 CDC20 UBE2D3 ITCH UBE2Q1 ANAPC10 RCHY1 UBE2W WWP1 PPIL2 TCEB1 UBE3C UBE2J1 ANAPC11 TCEB2 SAE1 UBA2 RHOBTB2 CUL5 KEAP1 SYVN1 PARK2 SKP2 PIAS2 CUL7 CUL1 FBXW7 CUL2 CUL3 UBE3B CUL4A CUL4B ANAPC2 FANCL ANAPC4 SMURF2 CDC23 CBLB CBL LOC652346 NEDD4 TRIM32 FZR1 TRIP12 UBE2F ANAPC13 FBXO2 HERC4 WWP2 UBE2C CDC26 HERC3 BIRC6 ERCC8 MID1	0.106038315	UP
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	SLC22A7 SLC2A6 SLC6A14 SLC2A13 SLC5A11 SLC22A12 SLC44A3 SLC31A1 CP SLC47A2 SLC30A7 SLC2A12 SLC2A7 SLC30A8 SLC44A5 SLC44A1 SLC16A8 SLC41A1 SLC39A6 SLC39A1 SLC39A5 SLC13A5 SLC39A3 SLC39A2 SLC2A8 SLC40A1 SLC6A19 SLC10A6 SLC6A18 SLC22A18 RHCG SLC6A20 SLC6A15 SLC47A1 SLC22A15 SLC39A4 SLC22A11 SLC2A9 SLC44A2 SLC39A10 RHAG SLC5A7 SLC39A8 SLC13A3 SLC30A5 SLC2A1 SLC2A2 SLC2A3 SLC2A4 SLC2A5 SLC5A1 SLC5A2 SLC5A3 SLC6A1 SLC6A2 SLC6A3 SLC6A6 SLC6A7 SLC6A9 SLC6A11 SLC6A12 SLC11A1 SLC13A1 SLC14A1 SLC16A1 SLC18A1 SLC18A2 SLC22A1 SLC22A3 SLC22A2 SLC22A4 SLC22A5 SLC2A11 SLC30A1 SLC30A2 SLC30A3 SLC39A7 SLC44A4 SLC2A10 SLC14A2 SLC41A2 SLC22A16 SLC13A2 SLC16A3 SLC6A5 SLC16A7 SLC22A6 SLC22A8 HEPH	0.106038315	DN
PID_AR_PATHWAY	AKT1 PAWR HNRNPA1 PTK2B NCOA4 CDK6 FHL2 CTDSP1 GSN KLK3 KLK2 BRCA1 NRIP1 SVIL VAV3 CTNNB1 CASP8 CTDSP2 RANBP9 CARM1 CDK11B APPL1 HIP1 UBA3 TMPRSS2 NKX3-1 NCOA2 CDKN2A RPS6KA3 PIAS4 KDM3A PA2G4 KDM4C MED1 FKBP4 CCND1 UBE3A TMF1 PRDX1 PIAS1 XRCC6 CCND3 LATS2 UBE2I TGIF1 ZNF318 XRCC5 PELP1 CMTM2 KDM1A PRKDC SRF SNURF TGFB1I1 ZMIZ1 PATZ1 AR MAK PIAS3 NCOA6 TCF4	0.107859121	UP
PID_AVB3_OPN_PATHWAY	VAV3 SYK PLAU MAPK8 ITGB3 MMP9 ROCK2 MAPK3 RELA PTK2B CHUK MMP2 ITGAV PIK3R1 SPP1 BCAR1 CD44 MAP3K1 NFKB1 FOS CDC42 MAP3K14 MAPK1 JUN NFKBIA RHOA RAC1 GSN PIP5K1A PIK3CA ILK	0.107859121	DN
KEGG_ADHERENS_JUNCTION	MLLT4 LOC100418883 SORBS1 WAS SNAI2 IGF1R RHOA CREBBP LEF1 ACTN4 PTPN6 ACTN1 SNAI1 ERBB2 WASF2 RAC2 PTPRJ WASL LOC646821 RAC3 PTPRF WASF1 MAP3K7 FGFR1 IQGAP1 SMAD3 MAPK3 TCF7 SMAD4 ACTG1 INSR WASF3 CTNNA1 PTPRB RAC1 TCF7L2 SMAD2 MAPK1 CSNK2A1 PVRL3 CSNK2A2 EP300 EGFR VCL CTNNA2 CTNNB1 CTNND1 FARP2 CSNK2B TGFBR2 PTPRM PVRL4 TGFBR1 ACTB TJP1 MET SSX2IP SRC NLK TCF7L1 YES1 FER BAIAP2 CTNNA3 LMO7 FYN ACP1 PTPN1 PARD3 CDC42 ACTN2 PVRL2 CDH1 ACTN3 PVRL1	0.107859121	UP
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	KCNH8 KCNV2 KCNG3 KCNH4 KCNH3 KCNG2 KCNV1 KCNH5 KCNA1 KCNA2 KCNA3 KCNA4 KCNA5 KCNA6 KCNA7 KCNA10 KCNB1 KCNC1 KCNC2 KCNC3 KCNC4 KCND1 KCND2 KCND3 KCNF1 KCNG1 KCNH1 KCNH2 KCNQ1 KCNQ2 KCNQ3 KCNS1 KCNS2 KCNS3 KCNQ5 KCNAB1 KCNH6 KCNAB2 KCNH7 KCNQ4 KCNAB3 KCNG4 KCNB2	0.112007038	UP
REACTOME_SIGNALING_BY_NOTCH	HDAC6 HDAC5 MAMLD1 ADAM10 CDK8 ST3GAL6 TMED2 DTX2 CNTN1 CREBBP MIB2 JAG1 DTX1 E2F1 E2F3 EIF2C3 EIF2C4 EP300 SNW1 TNRC6B DTX4 NCSTN HEY1 HEY2 POFUT1 KAT2A HEYL EIF2C1 B4GALT1 EIF2C2 TNRC6A DLL1 HDAC1 HDAC2 HIF1A HES1 RBPJ JAG2 JUN HES5 LFNG ARRB1 ARRB2 MFNG MOV10 LOC441488 MYC NOTCH2 NOTCH3 NOTCH4 ATP2A1 ATP2A2 ATP2A3 FURIN APH1A HDAC7 DLL4 FBXW7 MAML3 PSENEN HDAC8 PSEN1 PSEN2 POGLUT1 MIB1 TNRC6C RAB6A CCND1 RFNG RPS27A SEL1L ST3GAL3 SKP1 ADAM17 TBL1X TFDP1 TLE1 TLE2 TLE3 TLE4 TP53 LOC728030 RPS27AP11 UBA52 TBL1XR1 HDAC11 APH1B HDAC10 MAML2 CUL1 NUMB DLK1 HDAC3 KAT2B CCNC NEURL DNER NCOR1 NCOR2 HDAC9 HDAC4 MAML1 RBX1	0.113425981	UP
REACTOME_PHOSPHOLIPID_METABOLISM	COL4A3BP LPCAT3 CEPT1 CDS1 PEMT CDIPT AGPAT1 AGPAT2 SPTLC1 NEU3 CHAT PLA2G16 CHKA CHKB MGLL PLD4 DEGS2 ACER1 SLC44A3 MBOAT2 NEU4 SGPP2 AGPAT6 CSNK1G2 PIK3R6 GPAT2 PPM1L ARSK MBOAT1 PHOSPHO1 SGMS2 PIKFYVE PLD6 CERS3 SLC44A5 ARSG SACM1L GPD1L LPIN1 PIP5K1C SLC44A1 PIK3R5 PLD3 PITPNB KDSR LCLAT1 CERS6 LPCAT4 PLA2G4F GALC SUMF2 SGMS1 PLA2G2D GBA INPP5J GLA GLB1 GM2A GPD1 PLA2G4D SUMF1 CERS2 HADHA HADHB HEXA HEXB PLA2G2E PIK3R4 ENPP7 ARSI ACER2 ARSH INPPL1 ARF1 ARF3 ARSA ARSB STS ARSE ARSF ASAH1 ACHE MTM1 NEU1 NEU2 OCRL OSBP PLA2G3 PNPLA8 PCYT1A INPP5K PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3CG PIK3R1 PIK3R2 PI4KA PI4KB PIP4K2A PLA2G1B PLA2G2A PLA2G4A PLA2G5 PLD1 PLD2 CRLS1 CTSA LPCAT2 ETNK2 PI4K2B AGPAT5 ACER3 PI4K2A ETNK1 SMPD3 SMPD4 VAC14 PRKD1 GPCPD1 PSAP INPP5E ASAH2 SPHK2 AGPAT3 AGPAT4 CHPT1 PNPLA2 SLC44A2 PTEN GPAM GBA2 GBA3 PCYT2 MTMR14 PLA2G2F CERK LPIN3 ASAH2C SMPD1 SMPD2 TAZ LOC729155 LOC731292 UGCG MBOAT7 CERS4 ARSJ PLBD1 LPCAT1 PNPLA3 SLC44A4 PTDSS2 SGPP1 PLA2G12A PIP5K1B PIP4K2B PLA2G6 PLA2G10 GNPAT DGAT2 AGPAT9 PIK3R3 EPT1 DEGS1 PLA2G4C PPAP2A PPAP2C PPAP2B DGAT1 CDS2 MTMR1 INPP4B SYNJ1 SYNJ2 SPHK1 SGPL1 MTMR3 MTMR2 CERS5 MTMR6 MTMR7 MTMR4 VAPB VAPA TPTE2 PCYT1B PGS1 GAL3ST1 SPTLC2 LPIN2 PTDSS1 FIG4 LPGAT1	0.113425981	DN
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	PEMT PLA2G15 GPD1 GPD1L LPGAT1 GPAM MBOAT2 MBOAT7 CHAT LPCAT1 PTDSS1 ACHE PLA2G3 DGKZ ETNK1 DGKE DGKD PCYT1A DGKH JMJD7-PLA2G4B CHPT1 MBOAT1 PLA2G6 PLA2G2E PLA2G10 LPCAT3 PLA2G2A ETNK2 PLA2G4A PLA2G5 PLA2G12B PLA2G4B PTDSS2 PLA2G2F PCYT2 CDS1 AGPAT3 AGPAT4 PGS1 LYPLA1 PLA2G1B C17orf48 CDIPT DGKQ CDS2 DGKB DGKG PPAP2B DGKA DGKI PHOSPHO1 LCLAT1 TAZ AGPAT9 GNPAT LPCAT4 PLA2G4E AGPAT6 CHKA PPAP2A PPAP2C LYPLA2 PLA2G2C AGPAT1 PLA2G2D LPCAT2 PLA2G12A AGPAT2 PLD1 CHKB PISD PLD2 PCYT1B GPAT2 LCAT CRLS1 GPD2	0.122186685	UP
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX	CHUK PELI3 IKBKB IRAK1 TMEM189-UBE2V1 PELI2 PELI1 TRAF6 UBE2N IKBKG	0.122186685	UP
PID_NFAT_TFPATHWAY	CREM CTLA4 PTGS2 PRKCQ CASP3 EGR1 IFNG FOSL1 IL8 EGR2 PPARG NFATC2 NFATC3 EGR3 TLE4 IL5 JUN GBP3 IL4 POU2F1 TBX21 CDK4 FOS CSF2 SLC3A2 IL2 NFATC1 IRF4 BATF3 FASLG TNF FOXP3 IL2RA PTPRK EGR4 DGKA JUNB E2F1 RNF128 IKZF1 IL3 PTPN1 MAF GATA3 ITCH CBLB CD40LG	0.122186685	DN
KEGG_ENDOCYTOSIS	F2R EPN3 IQSEC1 IQSEC3 ADRBK2 ADRBK1 ADRB3 ADRB2 EPN2 STAMBP ADRB1 IGF1R CLTCL1 HGS VPS37C FAM125B PIP4K2B RUFY1 SMAP2 HLA-G FLT1 STAM MDM2 PIKFYVE VPS37D PIP5K1A VPS28 CHMP2B FAM125A PIP5K1B RAB11FIP1 ACAP1 ARRB2 AP2A2 GRK7 ARRB1 AP2B1 AP2A1 EEA1 GRK1 CSF1R SMURF1 LOC652799 SH3GLB1 VPS4A ARFGAP3 DNM2 HSPA8 VPS36 PARD6B RAB31 RAB11A TRAF6 CHMP4A PDCD6IP LDLR PIP5K1C NEDD4L ACAP3 CHMP5 ARAP2 IQSEC2 HLA-F MET HLA-E ARAP3 ASAP2 RAB11B RAB11FIP5 ZFYVE20 PDGFRA AGAP1 DNM3 AGAP2 ARFGAP1 ARAP1 CHMP4B CBLC ACAP2 VPS25 RAB22A EHD1 PLD1 PLD2 ITCH CDC42 SH3GLB2 PARD6A CHMP6 VTA1 RNF41 DNAJC6 ARF6 CHMP1B PSD2 USP8 PSD4 WWP1 HLA-C CXCR4 HLA-B PRKCI CXCR2 SH3GL3 CXCR1 TSG101 HLA-A ERBB4 HSPA1L HSPA1B ERBB3 HSPA2 RAB11FIP4 SH3GL1 EPS15 DNM1L HSPA1A TFRC SH3GL2 SMAP1 RAB11FIP2 FGFR2 KDR KIT FGFR4 GIT2 DNM1 FGFR3 LDLRAP1 RET CCR5 PRKCZ PSD3 ASAP3 HSPA6 RAB5C DAB2 SMURF2 HRAS CHMP3 VPS37A EGFR IL2RG VPS37B IL2RB CBLB CBL PSD NEDD4 EGF PARD6G SH3KBP1 LOC652614 ARFGAP2 RAB5B RAB4A EHD4 RAB5A AP2S1 EHD2 IL2RA EHD3 AP2M1 SNF8 SRC VPS4B STAM2 CHMP2A GIT1 GRK6 RABEP1 VPS45 RAB11FIP3 CLTA CLTB CLTC CHMP4C GRK4 PARD3 GRK5 ASAP1 NTRK1 EPN1	0.122186685	UP
BIOCARTA_TALL1_PATHWAY	TNFRSF13C MAPK8 CHUK MAPK14 RELA TNFSF13 TNFSF13B TNFRSF13B TRAF6 TRAF5 TRAF3 TRAF2 TNFRSF17 MAP3K14 NFKB1	0.122186685	DN
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	MASP2 CRP CFD MBL2 MASP1 CFB LOC651536 LOC653879 C1QA C1QB C1QC C1S C2 C3 C4A LOC731066	0.122186685	DN
KEGG_PANCREATIC_CANCER	CASP9 E2F1 STAT3 CHUK RAF1 ARHGEF6 STAT1 RAD51 BAD PGF MAPK9 MAPK10 ERBB2 RAC2 BRCA2 TGFA BRAF RAC3 MAP2K1 IKBKB RB1 JAK1 AKT1 AKT2 AKT3 SMAD3 MAPK3 SMAD4 NFKB1 RAC1 SMAD2 MAPK1 PIK3R5 IKBKG MAPK8 EGFR RELA KRAS CDKN2A EGF TGFB2 TGFB1 VEGFA ARAF VEGFC VEGFB TGFBR2 TGFBR1 TGFB3 CCND1 PIK3R3 RALB BCL2L1 RALA CDK4 FIGF RALBP1 RALGDS TP53 E2F3 E2F2 PIK3CA PIK3CB CDK6 PIK3CD PLD1 PIK3CG PIK3R1 CDC42 PIK3R2	0.122186685	UP
