Term Id	Term	Category	Hypergeometirc p-value	Literature score	# of genes	nominal p-value	FDR q-value	Normalized enrichment score	Direction	Gene list
ISSAEVA_MLL2_TARGETS	ISSAEVA_MLL2_TARGETS	msigdb_c2	1.3778516284936196E-7	1.6218853180033599	57	0.0046875	0.0487352	1.60494	UP	FLRT2(0.516488) PRKCDBP(0.436672) SCHIP1(0.422229) LOXL1(0.412164) AXL(0.4024) CRIP2(0.394298) FHL1(0.385504) PCDH7(0.365138) IGFBP6(0.359197) FSTL1(0.319463) CADM1(0.311371) MEOX1(0.301751) CSPG4(0.235777) NPR3(0.228826) ALCAM(0.208177) PPP2R2B(0.197803) C5AR1(0.188106) PPL(0.179349) A2M(0.148628) DENND3(0.137715) COL5A1(0.129693) ENO3(0.108265) GSN(0.107838) DUSP9(0.105489) TNNT2(0.104805) COL9A3(0.102205) L1CAM(0.101045) SLCO3A1(0.100604) HDAC9(0.0804487) SEMA3B(0.0802905) AHNAK(0.0788193) LOXL2(0.0759493) PLAU(0.07523) SNCA(0.0705052) FABP3(0.0637887) KRT17(0.047975) TRIM29(0.0332671) TNNC1(0.0120415) SMAD6(0.0112559) DKK1(0.00138711) INSL4(-0.00359431) VTN(-0.0114201) TAGLN2(-0.0246791) LMO1(-0.0551379) CRIP1(-0.0810144) NT5E(-0.085901) CD9(-0.122728) ELF3(-0.13737) NEDD9(-0.143303) HSPB3(-0.217879) TJP2(-0.231842) BMP5(-0.248611) LAMB3(-0.250397) SLC16A5(-0.295143) OAS1(-0.304873) HPSE(-0.32526) IL18(-0.32966)
PID_IL6_7_PATHWAY	PID_IL6_7_PATHWAY	msigdb_c2	9.377052344079754E-24	3.9522259320649558	47	0.00921659	0.0488353	1.60463	UP	FOS(1.06944) MITF(0.318368) JUN(0.271789) JUNB(0.24982) PIAS3(0.242866) TIMP1(0.202378) IL6(0.163519) CEBPD(0.156574) CEBPB(0.14931) A2M(0.148628) SOCS3(0.144186) TNFSF11(0.141532) LMO4(0.134979) MYC(0.127473) VAV1(0.121474) LBP(0.11061) IL6ST(0.100523) PIK3CA(0.0783556) FOXO1(0.0587886) PTPN11(0.0567123) MCL1(0.0546196) AKT1(0.047716) JAK1(0.0474499) PIK3R1(0.0425838) HCK(0.0396803) MAPK11(0.0382257) PIAS1(0.0345814) TYK2(0.0194979) CRP(0.00878382) STAT3(0.00715414) JAK2(-0.00999819) STAT1(-0.0120115) GRB2(-0.0140445) HSP90B1(-0.0161018) FGG(-0.0259224) BCL2L1(-0.0277874) RAC1(-0.0576871) IRF1(-0.063885) GAB1(-0.0665472) PTPRE(-0.0667622) MAP2K4(-0.0758214) MAPK14(-0.0784885) SOS1(-0.0785165) GAB2(-0.0961494) PRKCD(-0.111182) MAP2K6(-0.234071) IL6R(-0.254597)
KRASNOSELSKAYA_ILF3_TARGETS_DN	KRASNOSELSKAYA_ILF3_TARGETS_DN	msigdb_c2	1.2215243857141575E-6	1.716436100241887	44	0.00947867	0.0488704	1.6044	UP	GAL(0.873414) DMD(0.58706) IGFBP5(0.544711) MN1(0.453952) THBS4(0.405056) AXL(0.4024) OLFM1(0.265459) ROR2(0.24735) GATM(0.198293) TEK(0.189399) SLC1A3(0.159627) CELF2(0.14971) CDH11(0.145579) NDN(0.136232) NPTX2(0.125774) IRX5(0.0592379) MSX2(0.0572425) HCFC1(0.0558152) COL2A1(0.0537329) KIFC1(0.0465249) NMT1(0.0418266) SRSF6(0.0330022) ASNS(0.0261094) CREBBP(0.0242077) CYP19A1(0.0076297) TROAP(0.00175403) MAPK7(-8.6539E-4) LIG1(-0.0180314) PSPH(-0.0184877) POLD2(-0.0203636) RAD52(-0.0364936) TAF4(-0.0411525) ARHGAP11A(-0.0690725) SREBF2(-0.0770105) NT5E(-0.085901) ESPL1(-0.0962012) LMNB1(-0.110736) PC(-0.119307) CDC6(-0.136262) HMGCS1(-0.199725) PCK2(-0.23734) IL6R(-0.254597) XK(-0.343189) UGT8(-0.36629)
REACTOME_COMPLEMENT_CASCADE	REACTOME_COMPLEMENT_CASCADE	msigdb_c2	1.0726110602869714E-6	2.7946626161563417	27	0.0214876	0.0488925	1.60406	UP	C7(0.573891) CFH(0.440871) CFD(0.387238) C3(0.337644) C1QA(0.235545) C1S(0.216776) PROS1(0.181927) C5(0.159851) C1QB(0.148839) C4A(0.137307) CR1(0.117012) C6(0.0973891) C2(0.0770075) CFI(0.0692883) MASP1(0.0649948) C8B(0.0585874) MASP2(0.0583911) C9(0.0452661) MBL2(0.0177421) CRP(0.00878382) C8A(-0.0182472) C8G(-0.0325617) CFB(-0.0589064) CD55(-0.0837808) C4BPB(-0.0972599) CD46(-0.133182) C4BPA(-0.22261)
BIOCARTA_ARENRF2_PATHWAY	BIOCARTA_ARENRF2_PATHWAY	msigdb_c2	1.4993840892059727E-4	2.9026038844345297	13	0.0183486	0.0488977	1.60391	UP	FOS(1.06944) JUN(0.271789) MAFF(0.262794) PRKCB(0.170549) PRKCA(0.0865059) FXYD2(0.0621081) MAFG(0.0222951) MAPK8(0.00660187) CREB1(-0.0228561) MAFK(-0.0252537) KEAP1(-0.0380125) MAPK14(-0.0784885) MAPK1(-0.175818)
PID_FRA_PATHWAY	PID_FRA_PATHWAY	msigdb_c2	1.3368494750063739E-17	3.9625073157724287	35	0.0166113	0.0489319	1.60415	UP	MGP(0.796678) CCL2(0.496974) THBD(0.488294) DCN(0.300355) MMP9(0.299782) JUN(0.271789) JUNB(0.24982) COL1A2(0.236447) BGLAP(0.185634) NFATC1(0.172341) IL6(0.163519) CCND1(0.143917) MMP2(0.127428) GJA1(0.118285) JUND(0.0796874) PLAU(0.07523) FOSL1(0.0736787) NOS3(0.0704642) NFATC3(0.0565372) ATF4(0.0537846) USF2(0.0470729) CDKN2A(0.0451366) PLAUR(0.0413357) IVL(0.0358296) DMTF1(0.0329876) LIF(0.00269059) EP300(-0.0566785) TXLNG(-0.0647304) ITGB4(-0.0721697) FOSL2(-0.0841624) SP1(-0.137275) HMOX1(-0.203261) LAMA3(-0.214018) MMP1(-0.224284) CCNA2(-0.231678)
LEE_LIVER_CANCER_SURVIVAL_DN	LEE_LIVER_CANCER_SURVIVAL_DN	msigdb_c2	9.846885013851193E-8	1.2779720445141936	155	0.0	0.0490207	-1.6868	DOWN	ECT2(-0.337635) ANXA3(-0.289731) KLF5(-0.263015) CD2AP(-0.257437) TTK(-0.248228) DSG2(-0.246121) RALA(-0.244539) CCNA2(-0.231678) CCNB1(-0.219636) DLGAP5(-0.218457) C1orf106(-0.216652) KRT19(-0.211407) LXN(-0.194015) ANXA4(-0.193378) DYRK2(-0.185996) ZWILCH(-0.174473) RAB32(-0.173991) PNP(-0.170915) ATP2B1(-0.168652) HN1(-0.16845) CCDC6(-0.15859) CKS2(-0.151715) MRPL42(-0.150161) NSF(-0.149855) SPC25(-0.13844) TPRKB(-0.130367) FABP5(-0.127304) CENPF(-0.127153) SMC2(-0.122304) DEPDC1(-0.121479) PHLDA2(-0.121177) MARCKS(-0.108638) DCTPP1(-0.106508) RPE(-0.104089) TSPAN3(-0.101594) ITPR3(-0.0999867) NFE2L3(-0.0991824) DYNLT1(-0.0926916) KIAA0101(-0.0923689) TOPBP1(-0.0922076) ATP5C1(-0.0857903) CDCA8(-0.0844704) MCM2(-0.0777456) CD164(-0.0766848) UBE2D1(-0.0716931) CLIC1(-0.066839) S100A6(-0.063156) PELI1(-0.0577224) PLP2(-0.0566759) ACTL6A(-0.0557596) BZW2(-0.0548357) EIF4A3(-0.0544871) YWHAH(-0.0521725) YWHAB(-0.0491741) CCT5(-0.0487689) PFDN4(-0.0461109) OPLAH(-0.0458092) SLC44A1(-0.0447964) NLRP2(-0.0438885) NCBP2(-0.0419455) PCNA(-0.0416111) KRT10(-0.0401324) DYNLL1(-0.0366751) YWHAQ(-0.0350921) IGF1R(-0.0334654) HIST1H4C(-0.0310428) DEK(-0.0301307) HMGN1(-0.0299481) AGFG1(-0.0277511) CALM2(-0.021694) RND3(-0.0213187) TMSB4X(-0.0197129) HIST2H4A(-0.0194383) METTL5(-0.0184035) HIST1H4A(-0.0181571) BUB3(-0.0173987) HDAC2(-0.0173059) RBX1(-0.0172051) MYH2(-0.0171529) ACTR3(-0.0165284) MCM7(-0.0164484) CCT6A(-0.0144767) RPSA(-0.0101727) SLBP(-0.00655511) HMGB2(-0.00636707) ATAD2(-0.00503445) SNRPG(-0.00418776) GTPBP4(-0.00203492) USP1(-0.00108946) KNTC1(2.88535E-4) RPS18(0.00127999) RWDD1(0.00140443) PTMA(0.00261334) KHDRBS1(0.00268726) MFSD10(0.00364117) RPS3A(0.00397855) DBNDD2(0.00437917) RPL36A(0.00527404) FBL(0.00632905) LAMB1(0.0115571) HIF1A(0.0125434) MAPRE1(0.0126004) HNRNPA1(0.0132791) SNRPB2(0.0153739) RPS6(0.0156755) RPS9(0.0162993) RPL31(0.0163192) HDDC2(0.0163829) PDCD5(0.019778) KIF5B(0.0204597) CTBP2(0.0209558) RPS3(0.0239421) SUZ12(0.024262) MCM6(0.0248718) RPS7(0.0254179) RPL17(0.0257199) CBX3(0.0259312) RPL27(0.0262111) RPL9(0.0262113) PRMT2(0.0265943) RAN(0.0274717) SUMO2(0.0280526) RPL12(0.0298306) RPS5(0.0310695) RPL38(0.0323129) OLIG2(0.033262) RPL35(0.0353269) BCAT1(0.0353411) SET(0.0362311) RBM17(0.0363101) EEF1E1(0.0398719) TUBA1B(0.042177) CDK4(0.0443002) NPM1(0.0451628) HNRNPC(0.0468327) NTS(0.0566866) NOP56(0.0566969) PBX1(0.0572748) UBA2(0.0577557) SLC34A1(0.0580659) AGRN(0.0580768) TES(0.0675351) ODC1(0.072646) PRMT1(0.0822044) SEPT7(0.085847) VCL(0.0875706) MTHFD2(0.112312) SERPINH1(0.120686) MMD(0.126345) MSH6(0.136927) ITGB1BP1(0.159239) NAP1L1(0.163893) IER3(0.166506) ZNF532(0.215416) RGS2(0.44173)
PLASARI_NFIC_TARGETS_BASAL_DN	PLASARI_NFIC_TARGETS_BASAL_DN	msigdb_c2	7.426071398746507E-5	2.7540474029087147	15	0.0210526	0.0490692	1.6034	UP	EPHA3(0.438568) SLIT2(0.363348) IGFBP6(0.359197) MFAP4(0.335653) MEOX1(0.301751) FLI1(0.230829) RBP1(0.125857) NOV(0.122643) RPL39L(0.0886457) AHR(0.07465) INSIG1(0.0372113) PDGFRA(-0.0198348) EPHB2(-0.0726131) LSS(-0.119375) ENPEP(-0.220132)
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	msigdb_c2	0.8601042738779924	0.3301592633975692	48	0.00271003	0.0492305	-1.68691	DOWN	CDC20(-0.181547) PSMC6(-0.143453) FBXO5(-0.120229) PSMB8(-0.118084) PSMD3(-0.0996488) PSMA5(-0.098905) PSMD7(-0.0905367) PSMD13(-0.0879775) PSMB10(-0.0867831) PSMD10(-0.0804398) PSMD11(-0.0727708) PSMA3(-0.0723054) PSMC4(-0.0697581) PSMD8(-0.0664435) PSMA6(-0.0587938) PSMF1(-0.0532003) PSMD5(-0.0510408) PSMB3(-0.0502307) PSMA1(-0.0480447) PSMA4(-0.0456152) PSMD9(-0.0420773) PSMC3(-0.0348064) PSMA2(-0.0347505) PSMA7(-0.03271) PSMD1(-0.0297794) PSMB7(-0.029344) PSMD2(-0.0221208) PSMB5(-0.0219039) PSME4(-0.0196024) PSMD14(-0.0187757) SKP1(-0.0181714) PSMB6(-0.0168243) PSME2(-0.0150315) PSMD12(-0.0119907) PSMB1(-0.0109719) PSMD6(-0.00915728) PSME1(-0.00767053) PSMB4(-0.00171997) PSMB9(-5.12891E-4) PSMB2(0.00522671) PSMC2(0.00859975) PSMC5(0.00952813) PSMD4(0.0175282) PSMC1(0.0187556) RPS27A(0.0252547) UBA52(0.0436444) BTRC(0.0472663) CUL1(0.0616494)
REACTOME_RNA_POL_I_TRANSCRIPTION	REACTOME_RNA_POL_I_TRANSCRIPTION	msigdb_c2	0.9313861295932985	0.3333613922046681	73	0.0	0.0492409	-1.6852	DOWN	HIST1H2BC(-0.385679) HIST1H4H(-0.312675) HIST1H3H(-0.307016) HIST1H3D(-0.300142) HIST1H2AE(-0.284532) HIST1H2BH(-0.278116) HIST1H2AC(-0.247332) HIST1H2BD(-0.189858) HIST1H2BG(-0.169891) CDK7(-0.143823) HIST1H2BE(-0.142776) HIST1H2BI(-0.140214) HIST1H2BF(-0.132304) RRN3(-0.112759) HIST1H3E(-0.108701) GTF2H2(-0.0983263) HIST1H2AJ(-0.0965829) HIST1H2BM(-0.0842734) HIST1H4K(-0.0821831) GTF2H1(-0.0820174) MBD2(-0.0790594) HIST1H4B(-0.0778634) HIST1H3A(-0.0738239) MAPK3(-0.0734855) HIST1H3F(-0.0723949) HIST1H2BK(-0.0668441) HIST1H4J(-0.0641724) HIST1H4D(-0.0632923) POLR2H(-0.0615175) HIST1H2AD(-0.0605845) HIST2H2AA3(-0.0584277) ERCC6(-0.0573235) HIST1H4F(-0.0569582) CCNH(-0.0531139) HIST1H3B(-0.0464538) H3F3A(-0.0375602) POLR1C(-0.0360788) H2AFX(-0.0346454) HIST1H4C(-0.0310428) TAF1A(-0.0283758) HIST1H2BO(-0.0250831) HIST1H4L(-0.0248045) POLR1D(-0.0228793) HIST2H4A(-0.0194383) HIST1H4A(-0.0181571) HIST2H2BE(-0.0146053) HIST1H3G(-0.00930871) GTF2H4(-0.00695856) HIST1H2BB(-0.00587999) POLR2K(-0.00512263) HIST1H2BJ(-0.00171664) H2AFZ(-0.00145779) KAT2B(0.00100178) HIST1H4E(0.00510352) HIST1H4I(0.0102337) ERCC3(0.0227297) HIST1H2AB(0.0250355) CBX3(0.0259312) HIST1H3I(0.0275437) HIST1H3C(0.028401) H3F3B(0.0405765) MNAT1(0.04454) GTF2H3(0.0481393) TAF1B(0.0573966) HIST1H2BN(0.0597364) UBTF(0.0621701) HIST1H2BL(0.0635822) HIST1H3J(0.0652298) EHMT2(0.0762004) TAF1C(0.10663) ERCC2(0.115483) POLR1B(0.119712) PTRF(0.466739)
LEE_SP4_THYMOCYTE	LEE_SP4_THYMOCYTE	msigdb_c2	0.0025178899092637708	2.0086061753597084	11	0.0316574	0.0492928	1.60274	UP	NR4A2(0.702118) EGR3(0.532407) HTR2B(0.264153) IFI44L(0.203011) SERPINE2(0.170895) IER3(0.166506) PDE4D(0.13871) DUSP4(0.128184) SPRY2(0.0361633) CLDN1(-0.0243263) RSAD2(-0.396256)
ZHAN_MULTIPLE_MYELOMA_SUBGROUPS	ZHAN_MULTIPLE_MYELOMA_SUBGROUPS	msigdb_c2	0.026157054619747436	1.3136525905812755	30	0.00271003	0.0493375	-1.68444	DOWN	TMEM131(-0.182642) MTIF2(-0.152946) UGP2(-0.150041) CDC6(-0.136262) ACO2(-0.136218) EZH2(-0.135012) C1D(-0.124572) CKS1B(-0.123628) TYMS(-0.0684553) UBE2V2(-0.0642328) SNRPD3(-0.0495807) FKBP1A(-0.0486628) SUMO1(-0.0417851) PRKDC(-0.0375525) MSH2(-0.0373179) CSNK2B(-0.0362516) POLD2(-0.0203636) PSMD14(-0.0187757) EIF2S1(-0.0155986) EWSR1(-0.0146359) EIF2B1(-0.0129737) XRCC6(-0.0111388) SNRPC(-0.00870921) MAZ(0.00849067) PRIM1(0.00871647) CCT4(0.0109989) FNTA(0.0169141) RANBP1(0.0323378) CHAF1A(0.0354934) DFFA(0.0494298)
REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0	REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0	msigdb_c2	0.9829656647386172	0.17020102046703325	49	0.00547945	0.0493683	-1.68549	DOWN	HSPA1B(-0.50797) PSMC6(-0.143453) PSMB8(-0.118084) PSMD3(-0.0996488) PSMA5(-0.098905) PSMD7(-0.0905367) PSMD13(-0.0879775) PSMB10(-0.0867831) PSMD10(-0.0804398) PSMD11(-0.0727708) PSMA3(-0.0723054) PSMC4(-0.0697581) PSMD8(-0.0664435) PSMA6(-0.0587938) PSMF1(-0.0532003) PSMD5(-0.0510408) PSMB3(-0.0502307) PSMA1(-0.0480447) PSMA4(-0.0456152) PSMD9(-0.0420773) PSMC3(-0.0348064) PSMA2(-0.0347505) HSPA8(-0.0327535) PSMA7(-0.03271) PSMD1(-0.0297794) PSMB7(-0.029344) PSMD2(-0.0221208) PSMB5(-0.0219039) PSME4(-0.0196024) PSMD14(-0.0187757) PSMB6(-0.0168243) PSME2(-0.0150315) EIF4G1(-0.0129989) PSMD12(-0.0119907) PSMB1(-0.0109719) PSMD6(-0.00915728) PSME1(-0.00767053) PABPC1(-0.0025905) PSMB4(-0.00171997) PSMB9(-5.12891E-4) PSMB2(0.00522671) PSMC2(0.00859975) PSMC5(0.00952813) PSMD4(0.0175282) PSMC1(0.0187556) RPS27A(0.0252547) UBA52(0.0436444) HNRNPD(0.0673732) HSPB1(0.084062)
PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_UP	PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_UP	msigdb_c2	2.2250373182683743E-20	1.8493930530901224	127	0.0	0.0493789	1.60223	UP	MGP(0.796678) FABP4(0.713683) REEP1(0.657113) KIAA1462(0.582005) TIMP3(0.554768) PEG10(0.539743) CH25H(0.51336) PDLIM3(0.46375) RBPMS(0.460325) APOD(0.460216) CXCL12(0.392065) LDB2(0.390895) CDKN1C(0.388058) DCLK1(0.377295) CSRP2(0.367867) RAB31(0.297568) ITGA1(0.294214) LAMP3(0.280806) USP13(0.278843) RELN(0.269071) GPRC5B(0.268834) OLFML2A(0.2613) CD200(0.243896) LMO2(0.237755) SPRY1(0.221665) GMFG(0.219749) RAMP3(0.21167) CREM(0.20142) ARID5B(0.199697) MRC1(0.194378) RGS16(0.190159) RAMP2(0.168507) CEP68(0.165771) PDPN(0.165235) SLC26A4(0.139965) FLT4(0.137939) HLA-DPB1(0.133309) CRMP1(0.129695) RBP1(0.125857) NPTX2(0.125774) DUSP5(0.123795) ITGA9(0.119837) CETP(0.118805) NR2F1(0.112803) MEF2C(0.103811) MAF(0.103105) HOXD10(0.102364) ARRB2(0.0970685) GRAP(0.0910033) DYRK3(0.0904995) LYN(0.0852035) MYBL2(0.0789811) PYGL(0.0779736) TBX1(0.0748876) CALCRL(0.060687) LIPA(0.0572326) ANGPT2(0.056898) CYP1A1(0.0513129) CLEC4M(0.0444275) TBXA2R(0.040988) ISG20(0.0307557) MCM6(0.0248718) ANKS1A(0.00122122) KALRN(-0.00369276) PLK1(-0.00539226) HMGB2(-0.00636707) NOS2(-0.00673365) TUBA4A(-0.0107338) LBR(-0.018507) UNC5B(-0.0273277) HIST1H4C(-0.0310428) BUB1(-0.031641) PAQR3(-0.0336963) PROX1(-0.0355808) ALDH1A1(-0.0464024) PPP1R2(-0.0480025) RAPGEF5(-0.0499132) PTTG1(-0.0517921) AURKB(-0.0520926) SPAG5(-0.0535375) UBE2C(-0.0584201) ACSL3(-0.0660348) TK1(-0.0663012) SOCS2(-0.0664044) GAB1(-0.0665472) ADD3(-0.0722092) SMC4(-0.0726699) CTDSPL(-0.0750966) CDK1(-0.0766832) KIAA0101(-0.0923689) PRKCZ(-0.0960515) CCNE2(-0.100187) EMP2(-0.101826) PDLIM1(-0.105007) KIF2C(-0.10537) LMNB1(-0.110736) CDKN3(-0.118299) CKS1B(-0.123628) CENPF(-0.127153) BUB1B(-0.132239) NDC80(-0.132393) GCH1(-0.145686) RMND5A(-0.148558) FOXM1(-0.162638) MAOA(-0.162903) NDRG1(-0.168891) PNP(-0.170915) CCNB2(-0.172021) PCSK6(-0.172744) IGFBP2(-0.177685) PDE8A(-0.190742) TOP2A(-0.201139) SLC39A14(-0.208927) GINS1(-0.210504) CCNB1(-0.219636) DSP(-0.226975) CCNA2(-0.231678) KIF11(-0.23569) DHCR24(-0.24685) BTBD3(-0.24719) TTK(-0.248228) CEACAM1(-0.249857) TFF3(-0.265522) IQGAP2(-0.265749) IL7(-0.330965) SMAGP(-0.351388) PPARG(-0.37667)
PARENT_MTOR_SIGNALING_DN	PARENT_MTOR_SIGNALING_DN	msigdb_c2	0.007766613661481706	1.2561991458217716	43	0.00757576	0.0493794	1.60238	UP	CNN1(0.666251) ADAM19(0.321347) ELOVL5(0.28765) EREG(0.277955) ITGAM(0.264066) FGF2(0.221283) CD248(0.205812) TGFB3(0.192541) RGS16(0.190159) PDGFB(0.177731) FHL3(0.158771) CRABP2(0.145934) SLC26A10(0.118937) ALMS1(0.117362) SPN(0.111486) CNTN1(0.105817) POLR3G(0.0957435) HGF(0.0946144) MPRIP(0.0945312) DUX1(0.0680394) WFDC2(0.0635081) PTCRA(0.0604152) SIGLEC7(0.046764) MYL4(0.0464442) AQP6(0.0420816) FGF5(0.0346459) ANKRD2(0.0304569) RPL12(0.0298306) CXCL3(0.0187376) SSX2IP(0.0155777) DNAJC4(0.00613808) KRT86(-9.30262E-4) NRCAM(-0.00208077) ENGASE(-0.0110686) VEGFA(-0.0476264) UBE2D2(-0.058504) SLC12A6(-0.0616068) MMP24(-0.0709806) EIF5(-0.0814958) LSM4(-0.0870922) BMP2(-0.165008) CEACAM1(-0.249857) TOX3(-0.309467)
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	msigdb_c2	0.2471419773921554	0.543643433019193	190	0.0	0.0494666	-1.68291	DOWN	SLC38A4(-1.04861) SLC3A1(-0.436208) SLC22A4(-0.360518) SLC9A2(-0.357441) SLC9A3(-0.35166) SLC44A4(-0.331057) SLC35A3(-0.31038) SLC4A4(-0.296253) SLC22A5(-0.292721) SLC1A1(-0.283038) SLC16A1(-0.269011) SLC35A2(-0.253189) SLC39A4(-0.252643) SLC39A8(-0.251056) G6PC(-0.226279) SLC28A2(-0.224394) HK2(-0.223882) SLC36A1(-0.22105) SLC17A5(-0.219964) SLC26A2(-0.214673) SLC22A18(-0.208321) SLC35D2(-0.19971) SLC5A1(-0.196467) SLC35D1(-0.189816) SLC6A9(-0.187867) SLC20A1(-0.184725) SLC12A2(-0.180385) SLC30A1(-0.172033) SLC33A1(-0.169214) SLC20A2(-0.167775) SLC26A3(-0.145199) SLC37A4(-0.142574) SLC26A6(-0.142259) SLC30A5(-0.133834) SLC31A1(-0.129758) SLC35A1(-0.128904) HEPH(-0.128692) SLC2A10(-0.117594) SLC25A10(-0.103074) SLC16A10(-0.101362) NUP37(-0.100336) SLC2A1(-0.0939552) SLC9A1(-0.0923982) SLCO4C1(-0.0909272) SLCO1B3(-0.0900507) SLC24A1(-0.0860938) SEH1L(-0.0842763) SLC35C1(-0.082871) SLC39A2(-0.0756981) SLC16A3(-0.0742089) SLC13A1(-0.0736835) SLC12A1(-0.0714717) NUP85(-0.0661918) SLC12A6(-0.0616068) SLC2A5(-0.0603544) NUP50(-0.0600566) SLC2A9(-0.056186) SLC9A8(-0.0532965) SLC15A2(-0.0504176) SLC38A1(-0.049497) NUP107(-0.0494521) SLC17A6(-0.0477665) RAE1(-0.0471099) SLC44A1(-0.0447964) NUPL2(-0.04269) NUP155(-0.0384683) SLC7A9(-0.038394) NUP153(-0.0374027) SLC29A2(-0.0372216) NUP133(-0.0368006) SLC24A2(-0.0360127) NUP43(-0.0356054) SLC2A4(-0.0352371) SLC9A6(-0.0331607) SLC12A7(-0.0315028) SLCO1C1(-0.0277533) SLC22A3(-0.0271875) NUP88(-0.0254656) SLC7A1(-0.0254602) RANBP2(-0.0239501) SLC5A5(-0.0217183) G6PC3(-0.0210972) SLC6A20(-0.0204741) SLC7A6(-0.0169121) SLC39A7(-0.0165068) SLC5A7(-0.0155605) NUP205(-0.013579) SLC1A5(-0.0120797) NUP54(-0.0117736) SLC5A6(-0.00920336) SLC22A2(-0.00830977) SLC7A8(-0.00664973) SLCO2A1(-0.00645258) SLC14A1(-0.00194449) SLC6A3(-0.00126594) SLC29A3(9.51438E-4) SLC34A2(0.00158633) SLC39A1(0.002009) ALB(0.00586213) NUP214(0.00909766) SLC18A1(0.0112874) SLCO2B1(0.0132431) SLC1A7(0.0163141) SLC18A2(0.0164471) SLC11A1(0.0165424) TPR(0.0165777) SLC13A2(0.0165826) SLC8A1(0.0166166) SLC30A3(0.0175732) SLC7A11(0.0180542) SLC6A14(0.0182027) HK3(0.0185886) NUP93(0.0197854) RHCG(0.0203605) SLC22A11(0.0206229) SLC5A2(0.020769) SLC1A2(0.0211157) SLC4A1(0.0222552) SLC4A5(0.0224961) SLC7A2(0.0243777) GCKR(0.024526) SLC1A6(0.0264247) SLC28A1(0.0281933) SLC14A2(0.0282164) SLC6A7(0.0283545) RHAG(0.0296004) SLC7A7(0.0323625) SLCO4A1(0.0368375) SLC2A8(0.0369948) AAAS(0.0384034) SLCO1A2(0.0384566) SLC28A3(0.0385575) SLC1A4(0.0387523) SLC15A1(0.0390213) HK1(0.0409699) SLC2A11(0.0412204) POM121(0.0438672) SLC22A1(0.0453568) SLC16A8(0.0463623) SLC22A7(0.049113) SLC26A1(0.0513512) G6PC2(0.053233) SLC22A6(0.0542242) SLC9A5(0.0553202) SLC6A5(0.0557192) SLC6A12(0.0564438) SLC9A7(0.0572456) SLC34A1(0.0580659) SLC6A11(0.0588547) SLC38A3(0.0593457) GCK(0.0598133) SLC4A8(0.0619127) NUP188(0.0635337) SLC6A6(0.0636423) NUP62(0.0641311) SLC3A2(0.0655476) SLC13A3(0.0685952) SLC12A4(0.0688897) SLC6A15(0.0700776) AVP(0.0706425) SLC17A1(0.0713112) SLC6A2(0.0735952) SLC43A1(0.0784649) SLC2A2(0.0799024) SLCO1B1(0.0856447) SLC6A1(0.0870363) SLC4A2(0.0873213) SLC12A5(0.089396) SLC17A7(0.0905867) SLC38A2(0.0918379) SLC4A3(0.0982093) SLC22A8(0.0986809) SLCO3A1(0.100604) NUP210(0.108341) SLC39A6(0.114666) SLC27A6(0.118596) SLC4A7(0.123735) SLC2A6(0.135209) SLC8A2(0.139232) SLC26A4(0.139965) SLC7A10(0.15121) SLC2A3(0.157377) SLC1A3(0.159627) SLC16A7(0.162519) SLC47A1(0.164126) SLC7A5(0.170143) SLC29A1(0.219214) CP(0.246849) SLC15A3(0.255577) SLC24A3(0.309113)
HU_GENOTOXIC_DAMAGE_4HR	HU_GENOTOXIC_DAMAGE_4HR	msigdb_c2	1.0874951073727166E-4	1.6548583704671747	29	0.00258398	0.049607	-1.68207	DOWN	ECT2(-0.337635) PRC1(-0.266158) NEK2(-0.24659) CDC25C(-0.230163) AURKA(-0.225868) ALAS1(-0.217577) CDC20(-0.181547) CKS2(-0.151715) ORC5(-0.107727) KIF22(-0.0911467) CDT1(-0.0829896) PTTG1(-0.0517921) KPNA2(-0.0478479) H2AFX(-0.0346454) BUB1(-0.031641) HMGN1(-0.0299481) SMG5(-0.00832832) SYNCRIP(-0.00555579) TNNC1(0.0120415) MAPRE1(0.0126004) TRAFD1(0.0150311) HIST1H2AB(0.0250355) CUL1(0.0616494) IFNAR2(0.0746937) TIMP2(0.0777492) JUND(0.0796874) NCDN(0.0806789) ITGB7(0.087357) MTHFD2(0.112312)
