Geneset	Gene	qvalue
GO_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	CITED1 FGF2 CCL11 SPINT1 ADAMTS16 ETV4 DRD2 WNT1 GDF7 ADM IL6 PBX1 GDNF WT1 MYC PTCH1 TIMELESS TGFBR2 RSPO2 COL13A1 NKX3-1 PAX2 RBM15 DLG1 CTNNBIP1 LHX1 FOXC2 PGF SIX1 TGFB1 COL4A1 SALL1 RERE HOXA11 CTSZ LRP5 RDH10 MSX2 BCL2 EDN1 IL10 FGFR1 PITX2 PRDM1 SETD2 TDGF1 VDR TBX20 WNT6 SPI1 FZD5 GREM1 FOXA1 CSF1 PAK1 NKX2-1 NRP1 EPHA2 FOXF1 FGF10 SPRY1 DAG1 AREG PPP1CA BMP4 CTNNB1 GBX2 MED1 DDR1 B4GALT1 ESR1 GZF1 STK4 TBX3 SRC ENG NPNT NFATC4 LEF1 TP63 CTSH HOXA5 GCM1 EPHA7 BAK1 WNT9B SOX9 FGF1 FAT4 DLX2 DLG5 NOTCH4 PROX1 GNA13 GLI2 SOCS3 FEM1B TCF21 PKD2 KDM5B MYCN MKS1 HHIP BTRC PAX8 KRAS EGF SOX8 BAX FGFR2 TGM2 HOXD11 GRHL2 FGF8 WNT4 FRS2 GDF2 CLIC4 NOG PML GRB2 DLL4 DCHS1 PLXNA1 HOXD13 SHH SOX10 HNF1B MET WNT5A HOXB13 HHEX ERMN PHB2 CELSR1 SEMA3C NOTCH1 NRARP FGF7 RSPO3 LAMA5 SEMA3A RASIP1 SPRY2 MMP14 ST14 SRF EYA1 ACVR1 SLIT2 BMP2 GLI3 ILK GPC3 SMAD4 SFRP2 PLXND1 TNC SFRP1 VANGL2 EDNRA SEMA3E FOXD1 VEGFA BMP7 PKD1 YAP1	2.69947079720411e-07
GO_CELL_MATRIX_ADHESION	LYPD5 ITGA2B ADAM9 CTTN ITGB1 TMEM8B LYPD3 CD34 ITGAV COL17A1 ITGB5 SNED1 ITGB3 TIAM1 FGG LAMA5 ITGB2 DEFB118 DLC1 MUC4 VWA2 SRF DAG1 ADAMTS13 RCC2 THY1 CTNNB1 THBS3 CNTN2 ADAM15 ILK MSLN ECM2 FERMT2 MADCAM1 VCL SORBS1 NPNT TECTA ITGA10 DDR1 STRC ITGA2 OTOA PTK2B ARHGAP6 FBLN5 PTPRK ACTN3 ITGB4 ITGA6 PKD1 PIP5K1A TRPM7 CTGF RAC1 TSC1 CCL21 JAM3 EDA ADAMTS12 CD63 SIGLEC1 ARHGEF7 NID1 HPSE EPDR1 TNXB PDPK1 MKLN1 NID2 BCL2L11 TAOK2 ACTN1 FXC1 CD96 WHAMM PPFIA2 PPFIA1 ANGPTL3 COL3A1 FGB ITGA4 FGA ITGA8 COL13A1 CDK5 VCAM1 STRCP1 SGCE RHOD TRIP6 ITGAL EMP2 ITGB1BP1 ITGA1 BCAM MSLNL ZYX ITGB7 COL5A3 PARVG FN1 TESK2 HOXD3 ITGB6 LYVE1 TNN FREM1 ITGA11 JUB ITGA3 VTN ITGB8 ACTN2 CD44 PXN ITGA7 BCL2	2.73150523383931e-07
GO_TISSUE_MIGRATION	PTEN EPHB4 ID1 PRSS3 EFNB2 DPP4 GREM1 LTB4R2 ITGB1 ROBO1 LOXL2 PPARD TDGF1 FGF10 ACTA2 FERMT1 SRF ACTG2 RHOA FAP ITGB2 NRP1 GPR124 KDR FOXF1 GIPC1 NOV PTP4A3 STAT1 EPB41L5 LOC100506013 SLIT2 KRT2 PLXND1 SOX18 CXCL13 VEGFA STARD13 GPLD1 GPX1 S100P CALCA ACTC1 PTK2B PIK3CA CORO1B ARSB HMGB1 TGFBR1 SCG2 ANLN PLEKHG5 FGF2 GRHL2 PKN3 FAT2 FGF8 AMOT PTPN11 PRKX WDPCP PKN2 NOS3 T EGR3 S100A2 CDH13 NR4A1 EMP2 PAXIP1 APOA1 MYH9 NANOS1 KRT16 TRY6 ACTA1 PKN1 PTK2 TNFSF12 CYP1B1 SCARB1 RAB13 KIT ZEB2	2.90225521737499e-07
GO_MYELOID_LEUKOCYTE_ACTIVATION	STXBP3 SNAP23 NDRG1 LAT TLR4 SPACA3 PYCARD HYAL2 PRKCE PREX1 IRF4 JUN TRAF6 TYROBP HAVCR2 TGFB1 IL13 RELB LCP2 SYK MLL5 CD86 TICAM1 KIT AZU1 BATF BATF2 LYN MILR1 SBNO2 PIK3CG TM7SF4 TNFSF9 NR4A3 PSEN1 CPLX2 CX3CR1 LTBR PRG3 STXBP2 CRTC3 TLR3 PYDC1 VAMP8 CLU HMGB1 VAMP2 CSF2 RASGRP1 CAMK4 CXCR2 PI4K2A LAT2 GATA2 TGFBR2 UBD CD93 JMJD6 CCL3 MRGPRX2 MT1G S100A13 SNCA ANXA3 CD244 LBP FCER1G PLA2G3 S100A12 AIF1 F2RL1 VAMP7 PRKCD ADAM10 CCL5 BATF3 TLR1 FOXP1 IL4 CHGA ADAM9 IL8 SLAMF1 TLR8 DOCK2 DHRS2 CX3CL1 SPI1 PIK3CD CSF1 ZAP70 EDN2 RBPJ TLR7 RHOH SLC11A1 PPBP SLC7A2	3.03528169765212e-07
GO_SYNAPSE_ASSEMBLY	NLGN4X MECP2 PCDHB13 CDK5 PCLO LRP4 FARP1 PCDHB10 PCDHB3 DNER PCDHB4 DRD2 SHANK2 FLRT3 PCDHB9 RYK FBXO45 WNT3A CDH2 BSN GJA10 PCDHB11 NRG1 NLGN1 DVL1 LPHN3 CACNA1A PCDHB16 GPM6A CEL NRXN1 CLSTN3 FZD1 DSCAM DBNL MAGI2 NLGN4Y NLGN2 PCDHB6 DNM3 APP NRCAM PCDHB2 PCDHB14 FZD5 PTEN WNT7A DRD1 WNT5A SDK1 NRXN3 SDK2 GNPAT POU4F1 GLRA2 SPOCK2 SLITRK6 CDH1 SPTBN2 PCDHB5 BDNF NLGN3 ACHE NRXN2 PTPRD PLXND1 IL1RAPL1 KIRREL3 SHANK3	3.45062728107086e-07
GO_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS	SMAD3 WDR19 SATB2 OSR1 ALX1 SETD2 SLC39A1 FLVCR1 NODAL MED12 SMAD2 NDST1 EYA1 GSC CHST11 ZEB1 MMP14 HOXB4 HOXB5 MDFI HOXD4 PDGFRA WNT9A HOXC11 SOX11 BMP4 HOXB6 CTNNB1 TULP3 GLI3 HOXB7 MEF2C COL2A1 TBX1 HOXA6 DLX2 BMP7 HOXA7 HOXA1 WNT9B TBX15 SPEF2 HOXD9 MYF5 HOXB8 HOXA5 HOXB2 MTHFD1 PCGF2 MMP16 MYCN HOXB1 ALX4 ALX3 IRX5 COL11A1 TGFB3 TGFBR1 DSCAML1 HYAL1 TFAP2A PAX5 TGFBR2 GRHL2 FUZ FGFR2 HOXB3 EIF4A3 SIX4 NIPBL GNAS FOXC2 PRRX1 RUNX2 HOXD10 SIX1 TWIST1 SHOX2 DLG1 SLC39A3 LHX1 HOXA3 MTHFD1L HOXC9 NOG AXIN1 OSR2 MEGF8 HOXD3 RDH10 SIX2 HOXA11 HOXA2	3.70510288424843e-07
GO_TRANSMISSION_OF_NERVE_IMPULSE	MYH14 CACNG5 GPER SCN7A CHRNA1 DRD5 CACNA1I SCN4A KCND2 NRCAM SCN10A SCN1B GRM7 CACNG7 SCN3A SCN2A CNTNAP2 DMRT3 CLDN19 ANK3 DRD1 P2RX1 CACNG4 JAM3 CNTNAP1 P2RX4 GRIK2 CACNG3 KCNA2 FKBP1B S1PR1 KCNA1 SCN5A CACNG2 KCNMB3 OTOA CHRM5 SCN11A CACNB4 SOD1 CLCN1 P2RX3 SPTBN4 KCNMB4 KCNMB2 CATSPER4 CACNG8 GPR88 CACNA1A PAFAH1B1 SCN8A SCN1A NFASC SCN9A	4.66689463708147e-07
GO_PEPTIDE_RECEPTOR_ACTIVITY	BDKRB1 AGTRAP QRFPR MCHR2 MC5R MC1R LTB4R OPRK1 NPSR1 CCKBR GLP2R BDKRB2 KISS1R F2RL2 GPR152 CCR8 GALR2 CRCP F2R TACR3 GPR37 CXCR6 EDNRB OGFR CXCR3 GALR1 CCR4 CCR6 NLRP6 SSTR2 AVPR1B HCRTR2 CCR7 OXTR GPR75 RXFP4 CXCR7 CXCR5 LTB4R2 PPYR1 FPR3 SORCS2 FPR2 OPRM1 TACR1 INPP5K F2RL1 NMUR2 CCR2 AGTR2 GAL SORCS3 AVPR1A NPBWR2 GPR77 TACR2 PROKR1 SSTR5 AGTR1 CYSLTR1 MC2R CCKAR SORCS1 SSTR3 CYSLTR2 NPBWR1 SIGMAR1 CXCR2 CCR3 NTSR2 CCR5 CALCR LHCGR GRPR CX3CR1 MC3R NPY5R CCBP2 NPR3 UTS2R NMUR1 GCGR NPR2 C3AR1 GPR17 C5AR1 XCR1 NPY1R NPY6R GPR139 MCHR1 CCRL1 MAS1 GPR83 NPR1 CMKLR1 AVPR2 F2RL3 GPR84 CCR1 RAMP1 GPR143 CXCR4 NMBR GALR3 RXFP3 CCR10 HCRTR1 CCRL2 NTSR1 SSTR4 PRLHR CCR9 CXCR1 GPR37L1 EDNRA GPR182 NPFFR2 GP1BA TSHR CALCRL BRS3 FSHR PROKR2 SSTR1 CRHR2 NPY2R OPRD1 FPR1 OPRL1 NPFFR1 GLP1R MC4R	5.80034722552936e-07
GO_SPROUTING_ANGIOGENESIS	FLT4 ITGB1 ROBO1 FGF2 TDGF1 FAM105B LOXL2 TEK CCBE1 EPHB4 GREM1 BMPER EFNB2 NOTCH1 GPR124 KDR NRARP RSPO3 DLL1 NRP1 EGR3 SRF JMJD6 RNF213 SLIT2 ITGB1BP1 PARVA SEMA5A BMP4 CDH13 THBS1 E2F7 ANGPT1 LEF1 NR4A1 PGF CDC42 SEMA3E PTK2B ESM1 VEGFA GPLD1 E2F8 ACVRL1 RAMP2	5.88456698284239e-07
GO_PEPTIDYL_TYROSINE_MODIFICATION	EPHA4 MATK MERTK FES YES1 ROR1 RELN MAP2K3 TESK2 BTK IL5RA MUSK KIT FGF16 ZMYM2 SYK FGF17 FGFR1OP IL15 MET HSP90AA1 CLK4 LYN FRK EPHA10 LCK NRG1 LTK ABI3 ABL1 PTPN6 TYK2 EPHA6 GHR ROS1 FYN TEK HBEGF EGF FGFR2 IL12RB2 CNTRL FGF8 EPHB3 MAP2K5 EPHB1 IL21 SCYL1 EPHA5 ERBB2 NTRK1 FGF3 IL3RA MST1R EPHB2 TYRO3 CSF2RA ABL2 PRLR FER BCR RIPK2 TXK PDGFB PIBF1 TPST2 PKDCC IGF1R STK16 MAPK3 ZAP70 FGF23 DYRK1A AXL TRIM27 EPHB4 RET ITK STYK1 ERBB4 BTC BLK PDGFRB BMX TNK1 FGF7 KDR NTRK2 LIF CUX1 FGF18 FGFR1OP2 MAP2K6 FGF6 SGK223 NRG4 FGF5 TNK2 FLT3 MELK FGF20 WEE2 EREG TTN NPTN TTK ALK CAMKK2 NRG2 ROR2 F2R TWF1 EPHA1 ERLIN2 CLK1 DYRK3 FGFR1 FGFR4 TPST1 CLK2 PTK2 TESK1 IL5 FGF2 FGF9 ABI2 TRIM24 FGR RYK EPHA8 NTRK3 STAT5B DSTYK CSF2 FGF4 DYRK1B BAZ1B DYRK2 TIE1 MAP2K7 IL12RB1 PTK6 PDGFRA FLT1 SRC EIF2AK2 DDR1 TEC EFEMP1 JAK3 EPHA7 PTK2B PRKCD DYRK4 JAK2 JAK1 CSF1R OSM ABI1 WEE1 FGF1 EGFR MAP2K2 EPHA3 CSK CDC37 FLT4 MAP2K1 CSF2RB CLK3 STAT5A INSRR INSR MAP2K4 HCK EPHA2 FGFR3 IL3 SRMS DDR2 NEK1 ERBB3 LEP PEAK1 FGF10 FGF22	6.14603400903742e-07
GO_CYTOKINE_SECRETION	CCR7 GATA3 VTCN1 GBP5 RBPJ NOTCH1 LEP PNP HMGB1 LILRB1 ABCA1 TRIM27 TLR6 AIM2 TLR2 CD36 LYN FOXP1 F2RL1 LCP2 CHI3L1 NLRP3 BTN3A2 NOS2 KLRF2 CCL19 AGT S100A12 NR1H4 NLRC4 RAB1A GPAM NOX5 NOD2 S100A13 TLR4 TREM1 BTN3A1	6.58535005690862e-07
GO_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	PCDHB9 CDH13 ARVCF PCDHB4 PCDHB14 PCDHB16 PCDHB2 CDH22 CDH2 PCDHGB4 CDH16 NRXN1 PCDH12 PCDHB6 CDH23 PCDHB13 PCDHB11 ATP2C1 PCDHB3 DSG1 PCDHB10 CDH17 JUB PCDHGC3 DCHS1 PCDHB5 NLGN1	6.58535005690862e-07
GO_ANCHORED_COMPONENT_OF_PLASMA_MEMBRANE	GGTLC2 EFNA5 GAS1 GPIHBP1 CD24 GGTLC3 LYPD3 CP GGT2 GGTLC1 GGT3P CD160 GGTA1P CD59 RHBG NTNG1 THY1 EFNA1 FOLR2 CA4 RTN4RL1 GGT1 MFI2 NRN1L TREH HYAL2 GPC3 ULBP3 NTNG2 PKHD1 FOLR1 RTN4RL2 RGMB GGT6 GGT7 MDGA1 PRSS42 CD14 ULBP1 CD2 ULBP2 GP1BA GGT5	7.05587678313727e-07
GO_MUSCLE_CELL_PROLIFERATION	RXRA AGT NOV TK1 FOXC2 TGFB2 NKX2-5 NAA35 TGFBR3 MEGF10 C3orf58 SMAD1 NDRG4 EDNRA NOTCH1 FOXC1 ODZ4 PRKAR1A BMP10	9.13715351496092e-07
GO_NEPHRON_EPITHELIUM_DEVELOPMENT	CTNNBIP1 IQGAP1 DLG1 LHX1 WNT4 MAGI2 KLF15 NOG FOXC2 JAG1 PGF SIX1 NPHS1 FOXJ1 IRX1 WNT11 SALL1 SIX2 DCHS1 HOXA11 HNF1B SHH BCL2 FGF2 TCF21 CITED1 TFAP2B WNT1 CD24 HES5 ADAMTS16 PKD2 SMO HEYL SOX8 HOXD11 MYC WT1 GDNF PAX8 PBX1 MTSS1 ACAT1 FGF8 PAX2 PTCH1 GATA3 GPC3 BMP4 BASP1 SMAD4 CTNNB1 BMP2 GLI3 MEF2C ILK PODXL NPNT GZF1 PROM1 FMN1 WNT7B WNT9B SOX9 IRX3 FOXD1 KLHL3 PECAM1 CALB1 PTPRO PKD1 IRX2 FAT4 FGF1 HES1 WNK4 KIF26B NPHS2 MYO1E CD34 AHI1 GREM1 LAMB2 OSR1 WNT6 LAMA5 POU3F3 NOTCH1 UMOD DLL1 EYA1 LGR4 TACSTD2	1.01287888934246e-06
GO_COLLAGEN_TRIMER	COL13A1 C1QTNF1 COL20A1 SCARA3 COL5A2 COL3A1 EMID2 COL14A1 C1QTNF5 COL19A1 COL11A2 GLDN COL9A3 C1QTNF2 COL21A1 DCN COLEC12 COL1A1 TNXB COL11A1 COL8A1 COL7A1 EDA LOX COLEC10 COL15A1 COL1A2 COL9A2 COL4A4 COL12A1 COL18A1 ADIPOQ COL6A3 EMILIN2 COL4A1 COLEC11 COL4A6 COL23A1 COLQ COL6A2 COL25A1 COL5A3 EMILIN1 C1QA C1QTNF7 C1QTNF3 COL6A6 COL5A1 C1QTNF6 MBL2 FCN3 COL22A1 COL10A1 COL4A2 COL27A1 C1QTNF9B CCBE1 MARCO C1QTNF9 COL17A1 COL24A1 C1QL1 MSR1 C1QC WDR33 C1QTNF8 C1QL2 COL6A5 COL6A1 CTHRC1 COL2A1 COL4A3 LUM COL16A1 COL4A5 COL8A2 C1QB COL28A1 EMID1 FCN2 C1QL3 FCN1 SFTPA2 C1QL4 OTOL1 COL9A1 SFTPD SFTPA1	1.07216888651444e-06
GO_HEART_PROCESS	CACNA2D1 KCNA5 SCN3B SCN1B TRDN SNTA1 KCNE1L TPM1 MAP2K6 FGF12 PPP1R13L SGCZ CXCR4 ATP1A2 NKX2-5 SRSF1 RPS6KA2 CSRP3 ATG5 ANK2 RYR2 ACTC1 MYH7 PIK3CA CDC42 SOD1 SLC8A1 CHGA KCNE2 GPX1 PKP2 AKAP13 RAMP3 ACE KCNJ2 MYL3 CAMK2D PLN ATP1A1 KCNQ1 SRC TNNC1 MYL2 PDE4D CASQ2 MYH6 ATP1A3 TNNI3 GJA5 DMD NUP155 MYLK2 KCNH2 MYBPC3 VEGFB MYL1 TNNT2 SCN4B KCNE1 CACNA1C MTOR TNNI1 CAV1 TCAP TAZ SLC9A1 CAV3 MYL4 ADRBK1 SCN5A SCN2B SMAD5 CACNB2 ATP1B1 GJC1 TNNI2 GPD1L DNM1L SGCD NEDD4L MAP2K3 SGCG TTN GAA GJA1	1.49695867421616e-06
GO_CELL_RECOGNITION	EFNB3 CRTAM IGLC3 IGHM CXCR4 PCSK4 IGHG4 CATSPERB CCT8 AMIGO1 CLEC4M CORO1A FOLR4 CCT7 APP SEMA3A LAMA5 FCN2 PRSS37 EPHB2 CATSPER4 ZPBP FCN1 CNTN2 CCL21 PCDH12 MFGE8 POMZP3 CATSPER1 PECAM1 TMEM146 DOCK8 NCR3 IGLL5 CNTNAP2 CD226 PVRL2 VCAN CD36 CCT3 SPA17 OVGP1 CSGALNACT1 TULP1 UBAP2L EPHB3 IGLC7 FUT3 EPHB1 IGHV4OR15-8 CLGN SMAGP NDN CATSPERG IGHG2 CCL19 CRISP1 IGLL1 DSCAM PTPRZ1 ZP2 IGHA1 ADAM30 PEAR1 KCNU1 EPHA4 CADM1 SEMA5A SPACA3 CLEC7A IGHG3 ADAM2 CD5 PVRL4 FEZF2 NCK2 SPAM1 CRTAC1 IGHD IGHV1OR21-1 CNTNAP3 CELSR3 GAP43 ADAM20 ROBO1 OPCML EPHA3 DOCK2 CCR7 IGKC DYNLL2 CD6 HSPA1L NRP1 CCT4 NRCAM ZP4 B4GALT1 ST6GALNAC6 IGHG1 ROBO3 CADM3 PVR IZUMO1 IGHA2 ACR ADAM21 CATSPER2 TUB GLIPR1L1 IGLC6 CADM2 MEGF10 FETUB ROBO2 ZAN PVRL1 IGHE ATP8B3 COLEC12 PVRL3 CNR1 IGHV3-23 ZP3 CD209 CATSPER3 CADM4 TIGIT IGLC2 CCT2 JMJD6 TCP1 CNTN4 TRDC FCN3 IGLC1 DLG1 CD200 ZP1 MEGF8 NTM RTN4 SCARB1 CCT5 CDK5R1 HVCN1 ZPBP2 PRF1	1.53639989570123e-06
GO_MESENCHYME_DEVELOPMENT	SEMA4C WNT2 FOXF2 HOXA5 SEMA3D SOX9 ZFPM2 SOX11 ZFP36L1 MDM2 LEF1 ENG MEF2C SEMA4B EPB41L5 BNC2 CTNNB1 SEMA5B GBX2 BMP4 BASP1 HEY2 FGF10 SEMA7A MESP1 SEMA4F MEOX1 HMGA2 LIMS1 ACTG2 HNRNPAB NRP1 TMEM100 RBPJ SEMA6B ERBB3 TBX2 FRZB DLL3 SEMA6C MAPK1 FOXF1 ALX1 HEY1 OSR1 TBX20 SMAD3 NODAL TRIM28 FOXH1 LOXL2 SEMA4A WNT16 SEMA3B EDN1 BCL2 MSX2 RTN4 AMH PITX2 S100A4 FGFR1 ACTA1 CRELD1 FAM123B ALDH1A2 DPPA4 SNAI1 RDH10 CYP26C1 ZEB2 AMELX WNT8A EXOC4 PTK7 HAND1 FAM101B TWIST1 SIX1 TGFB1 FOXC2 JAG1 TSPY10 EOMES TSPY1 EDNRB SNAI2 SEMA3F TCF15 EFNB1 OLFM1 SEMA6A LRP6 LOXL3 EFNA1 PHOX2B PAX2 GDNF WT1 SMO HEYL TSPY3 FGF9 DPPA2 MSX1 TGFBR1 PAX3 WNT3A BMP7 YAP1 TBX1 SEMA3E EDNRA KITLG FOXD1 ACTC1 SEMA6D TGFB2 SFRP1 HAND2 STAT1 ADAM15 GATA4 BMP2 SFRP2 SMAD4 NUP133 ERG CITED2 ACTA2 ACVR1 GSC GSK3B SMAD2 ISL1 NOTCH1 WWTR1 SEMA3A PDGFRB FGF19 LAMA5 EDN3 RET HAS2 ERBB4 NRTN TSPY4 SEMA3C MAPK3 NKX2-5 CORO1C SCXB WNT5A HES1 TGFBR3 FOLR1 NRG1 SHH SOX10 DCHS1 SIX2 WNT11 HIF1A PHACTR4 NOG DAND5 WNT4 FAM83D SEMA3G SEMA5A OVOL2 TBX5 PAX1 FGF8 BMPR1A HTR2B WNT10A SIX4 TSPY2 FOXC1 HGF SOX8 SEMA4D FGFR2 CUL7 PKD2 NEDD4 TSPY8 SEMA4G TCF21	1.58217859578647e-06
GO_CARDIAC_CONDUCTION	RYR2 SPTBN4 SLC8A1 KCNK6 CXADR KCNE2 CACNA2D4 PKP2 TRPM4 KCNJ2 MEF2A CACNA1F PLN CAMK2D CACNG8 ATP1A1 CACNG1 KCNQ1 HCN4 CASQ2 KCNIP4 KCNK15 CACNA2D1 SCN3B CACNG6 KCNA5 CACNG7 KCNJ4 SCN1B CACNA1S KCNJ14 CACNG5 KCNE1L KCNIP1 CACNA1G KCNK3 CACNB3 ATP1A2 DSP CACNA2D2 KCND3 KCNIP3 ANK2 PRKACA DSC2 TNNI3K SLC9A1 CACNG2 SCN5A KCNIP2 SCN2B CACNB4 FKBP1B JUP ATP1B1 GJC1 KCNJ12 CACNB2 CACNA1D YWHAE KCND1 CACNA2D3 AKAP9 GJA1 KCND2 ATP1A3 GJA5 CACNB1 SCN10A NUP155 RNF207 KCNH2 KCNK1 CACNG4 SCN4B CTNNA3 KCNE1 CACNG3 CACNA1C ATP1B2 CAV1 DSG2	1.58795891667983e-06
GO_ENDOTHELIAL_CELL_PROLIFERATION	XBP1 NRARP THAP1 CALCA SCARB1 MMP14 ERN1 BMPR2 PRKX ACVRL1 ITGB1BP1 NOX5 BMP4 DLG1 SEMA5A LOXL2 APOA1 TEK PIK3CB HMOX1 CD34 BMPER HMGB1 ANGPT4	1.77806086098583e-06
GO_FORMATION_OF_PRIMARY_GERM_LAYER	EPB41L5 KIF16B TLX2 CTNNB1 BMP4 ETV2 DKK1 ITGA2 LEF1 WNT3 ITGB4 LAMB1 PRKAR1A SOX17 BMP7 NF2 NODAL SCXB ITGB1 TRIM15 SOX2 WNT5A COL6A1 HSBP1 ITGB5 TBX6 WLS PRKACA CHRD TBX20 SMAD3 ITGAV MIXL1 ITGB2 CRB2 ATOH8 COL4A2 MMP14 LAMA3 ITGB3 FOXF1 EYA2 TWSG1 EPHA2 HMGA2 ACVR1 SMAD2 EYA1 SRF AXIN1 NOG POFUT2 NANOG EOMES DUSP4 LHX1 MMP9 EXOC4 KLF4 HAND1 PAF1 FN1 CTR9 FOXC2 DUSP2 HOXA11 SMAD1 ELF5 ITGA3 SIX2 VTN WNT11 SNAI1 INHBA MMP2 POU5F1 TAL1 ITGA7 KDM6B EXT2 GATA6 COL12A1 RTF1 HNF1B ETS2 KDM6A COL8A1 NR4A3 COL11A1 COL7A1 MMP8 WNT3A CDC73 ITGA5 GPI TXNRD1 DUSP5 FOXC1 T FGFR2 DUSP1 SOX7 BMPR2 LAMB3 PAX2 ITGA4 MMP15 LEO1 ITGA8 BMPR1A	2.04753101055105e-06
GO_CELL_MATURATION	PICK1 FEM1B PABPC1L EPAS1 DLD FARP2 GLDN CNTNAP2 L3MBTL3 SOX8 GATA3 ANKS1A IL21 NFASC CABYR BFSP2 INSL3 ID2 GJA1 CEBPA CCL19 SCLT1 CDKN1C RUNX2 ACRBP HIF1A C19orf80 KCNIP2 BTK TAL1 BRCA2 SOX10 BSPH1 IL15 FOXO3 HES1 PCSK4 TRIP13 LGI4 RET HOXB13 MYOC TYMS AXL CBFB APP ASCL1 ERCC2 CCNB1 CATSPERB NR4A2 ABHD2 PTH1R SLC26A3 GNAQ CNTN2 CLN5 FBXO5 TMEM79 MAEA CATSPER4 XBP1 TMEM146 TDRD5 NKX6-1 G6PD CCL21 ROD1 VEGFA CFTR SEPT4 SCARF1 IRX5 ANG CATSPER3 LHX6 IQCF1 EPO TFCP2L1 BHLHA15 HES5 RXFP2 FEV CDKN1A GDF11 EPHA8 GATA2 MECP2 CDC25B SIX3 KLF2 GHRHR MTCH1 RB1 VSX1 BFSP1 POU2F2 EREG FAM20C PDE3A RFX3 FGFR1 REN FLVCR1 AGRN PLP1 AGPAT6 PPARG RND1 FZD5 PRKACA FOXA1 RPS6KA2 EPB42 NRCAM KIAA0196 TUSC2 SLC26A6 SOX18 DMC1 CTNNB1 HBZ HOXA5 NTN4 SPTBN4 DAZL RNASE9 PTK2B PLD6 REC8 SLC26A8	2.04753101055105e-06
GO_STEM_CELL_DIFFERENTIATION	SEMA3C MAPK3 A2M POU6F2 HAS2 HHEX RET ERBB4 NRTN EDN3 BCHE HES1 TGFBR3 WNT5A CORO1C GSK3B GSC SRF ACVR1 ERG ASCL1 FGF19 LAMA5 ERCC2 WWTR1 SEMA3A NOTCH1 LIF ISL1 SFRP1 HOXD4 TGFB2 HAND2 SEMA6D SMAD4 BMP2 CHD2 STAT1 ADAM15 TBX1 ACE JARID2 MTF2 BMP7 HOXA7 PSMD11 PUM1 EDNRA KITLG SEMA3E CUL7 SEMA4G TCF21 XRCC5 HTR2B BMPR1A FGF8 OVOL2 T SEMA4D SOX8 HGF FGFR2 FOXC1 WNT10A SP7 RUNX2 PHACTR4 ECE2 PTPRC GPM6A SEMA5A SEMA3G WNT4 FAM83D NOG SHH HNF1B SOX10 TAL1 FOLR1 NRG1 HIF1A C10orf54 KIT BATF WNT11 SIX2 SHC4 FOXA1 GREM1 WNT7A OSR1 MSI2 ALX1 HEY1 WNT16 SETD2 LOXL2 SEMA4A TRIM28 MYOCD SOX21 EPCAM LIN28A CDK6 SEMA4F MEOX1 LIMS1 HMGA2 HEY2 SEMA7A FGF10 MAPK1 SEMA6C FRZB HOXB4 SEMA6B TBX2 RBPJ TMEM100 NRP1 HNRNPAB TP63 LEF1 WNT3 SOX11 BMP4 SOX18 CTNNB1 SEMA5B GBX2 ZNF281 ELL3 EPB41L5 MEF2C SEMA4B NTF4 SEMA4C SOX17 SOX9 FOXF2 WNT2 SEMA3D FOXO4 ETV4 SMO HEYL MSX1 TGFBR1 PAX3 PHOX2B PAX2 EFNA1 LOXL3 LRP6 SEMA6A GDNF FOXC2 JAG1 REST TGFB1 FAM101B TWIST1 WNT8A EFNB1 FZD1 OLFM1 SEMA3F EDNRB PDX1 SNAI2 EOMES SIX3 SETD6 FGFR1 S100A4 FAM123B RTN4 PITX2 BCL2 MSX2 SEMA3B EDN1 CYP26C1 ZEB2 AMELX SNAI1 RDH10 ALDH1A2	2.05086284333787e-06
